link,outlet,party,avg_sentence_sentiment_vader,sentence_count
https://indianexpress.com/article/opinion/editorials/express-view-on-new-delhi-cm-rekha-gupta-has-her-task-cut-out-9847415/,IndianExpress,AAP,0.9153,1
https://indianexpress.com/article/opinion/editorials/express-view-on-new-delhi-cm-rekha-gupta-has-her-task-cut-out-9847415/,IndianExpress,Congress,0.9153,1
https://indianexpress.com/article/opinion/editorials/delhi-election-results-aam-aadmi-message-9825163/,IndianExpress,BJP,0.9729,1
https://indianexpress.com/article/opinion/editorials/delhi-election-results-aam-aadmi-message-9825163/,IndianExpress,AAP,0.9729,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,BJP,0.9741,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,AAP,0.9741,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,Congress,0.9741,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-and-trump-2-0-delhis-challenges-9792018/,IndianExpress,BJP,0.9818,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,BJP,0.2782,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,AAP,0.2782,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,Congress,0.2782,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,BJP,0.9826,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,AAP,0.9826,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,Congress,0.9826,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,BJP,0.9979,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,AAP,0.9979,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,Congress,0.9979,1
https://indianexpress.com/article/opinion/columns/from-freebies-to-empowerment-new-bjp-government-will-have-to-tackle-delhis-welfare-dilemma-9847413/,IndianExpress,BJP,0.9958,1
https://indianexpress.com/article/opinion/columns/from-freebies-to-empowerment-new-bjp-government-will-have-to-tackle-delhis-welfare-dilemma-9847413/,IndianExpress,AAP,0.9958,1
https://indianexpress.com/article/opinion/columns/rekha-gupta-bjp-choice-delhi-chief-minister-9845979/,IndianExpress,BJP,0.9952,1
https://indianexpress.com/article/opinion/columns/rekha-gupta-bjp-choice-delhi-chief-minister-9845979/,IndianExpress,AAP,0.9952,1
https://indianexpress.com/article/opinion/columns/rekha-gupta-bjp-choice-delhi-chief-minister-9845979/,IndianExpress,Congress,0.9952,1
https://indianexpress.com/article/opinion/columns/pratap-bhanu-mehta-writes-bjps-delhi-challenge-and-the-capitals-future-9845309/,IndianExpress,BJP,0.9924,1
https://indianexpress.com/article/opinion/columns/pratap-bhanu-mehta-writes-bjps-delhi-challenge-and-the-capitals-future-9845309/,IndianExpress,AAP,0.9924,1
https://indianexpress.com/article/opinion/columns/pratap-bhanu-mehta-writes-bjps-delhi-challenge-and-the-capitals-future-9845309/,IndianExpress,Congress,0.9924,1
https://indianexpress.com/article/opinion/columns/after-delhi-election-lesson-all-parties-listen-to-ground-9844496/,IndianExpress,BJP,0.9955,1
https://indianexpress.com/article/opinion/columns/after-delhi-election-lesson-all-parties-listen-to-ground-9844496/,IndianExpress,AAP,0.9955,1
https://indianexpress.com/article/opinion/columns/after-delhi-election-lesson-all-parties-listen-to-ground-9844496/,IndianExpress,Congress,0.9955,1
https://indianexpress.com/article/opinion/columns/delhi-double-engine-sarkar-water-litmus-test-9851870/,IndianExpress,BJP,-0.9767,1
https://indianexpress.com/article/opinion/columns/delhi-double-engine-sarkar-water-litmus-test-9851870/,IndianExpress,AAP,-0.9767,1
https://indianexpress.com/article/opinion/columns/rekha-gupta-elevation-as-delhi-cm-larger-question-about-womens-space-in-politics-9850265/,IndianExpress,Congress,0.8217,1
https://indianexpress.com/article/opinion/columns/aap-delhi-sad-congress-punjab-9834636/,IndianExpress,BJP,0.9963,1
https://indianexpress.com/article/opinion/columns/aap-delhi-sad-congress-punjab-9834636/,IndianExpress,AAP,0.9963,1
https://indianexpress.com/article/opinion/columns/aap-delhi-sad-congress-punjab-9834636/,IndianExpress,Congress,0.9963,1
https://indianexpress.com/article/opinion/columns/bjp-delhi-aap-assembly-polls-9831404/,IndianExpress,BJP,0.9918,1
https://indianexpress.com/article/opinion/columns/bjp-delhi-aap-assembly-polls-9831404/,IndianExpress,AAP,0.9918,1
https://indianexpress.com/article/opinion/columns/what-aap-didnt-get-delhi-looks-for-results-9827062/,IndianExpress,BJP,0.9687,1
https://indianexpress.com/article/opinion/columns/what-aap-didnt-get-delhi-looks-for-results-9827062/,IndianExpress,AAP,0.9687,1
https://indianexpress.com/article/opinion/columns/what-aap-didnt-get-delhi-looks-for-results-9827062/,IndianExpress,Congress,0.9687,1
https://indianexpress.com/article/opinion/columns/aap-delhi-loss-governance-model-full-circle-9825281/,IndianExpress,AAP,-0.1531,1
https://indianexpress.com/article/opinion/columns/aap-delhi-loss-governance-model-full-circle-9825281/,IndianExpress,Congress,-0.1531,1
https://indianexpress.com/article/opinion/columns/assembly-elections-bjp-aap-2025-results-9825216/,IndianExpress,BJP,0.9969,1
https://indianexpress.com/article/opinion/columns/assembly-elections-bjp-aap-2025-results-9825216/,IndianExpress,AAP,0.9969,1
https://indianexpress.com/article/opinion/columns/assembly-elections-bjp-aap-2025-results-9825216/,IndianExpress,Congress,0.9969,1
https://indianexpress.com/article/opinion/columns/aap-electoral-calamity-delhi-bjp-reinvent-aam-aadmi-9825198/,IndianExpress,BJP,0.9972,1
https://indianexpress.com/article/opinion/columns/aap-electoral-calamity-delhi-bjp-reinvent-aam-aadmi-9825198/,IndianExpress,AAP,0.9972,1
https://indianexpress.com/article/opinion/columns/aap-electoral-calamity-delhi-bjp-reinvent-aam-aadmi-9825198/,IndianExpress,Congress,0.9972,1
https://indianexpress.com/article/opinion/columns/why-delhi-rejected-aap-kejriwal-anarchy-9824982/,IndianExpress,BJP,-0.9438,1
https://indianexpress.com/article/opinion/columns/why-delhi-rejected-aap-kejriwal-anarchy-9824982/,IndianExpress,AAP,-0.9438,1
https://indianexpress.com/article/opinion/columns/why-delhi-rejected-aap-kejriwal-anarchy-9824982/,IndianExpress,Congress,-0.9438,1
https://indianexpress.com/article/opinion/columns/delhi-aap-fall-bjp-return-9824912/,IndianExpress,BJP,0.9837,1
https://indianexpress.com/article/opinion/columns/delhi-aap-fall-bjp-return-9824912/,IndianExpress,AAP,0.9837,1
https://indianexpress.com/article/opinion/columns/delhi-aap-fall-bjp-return-9824912/,IndianExpress,Congress,0.9837,1
https://indianexpress.com/article/opinion/columns/inside-track-who-is-in-charge-9799348/,IndianExpress,BJP,0.8096,1
https://indianexpress.com/article/opinion/columns/inside-track-who-is-in-charge-9799348/,IndianExpress,Congress,0.8096,1
https://www.thehindu.com/opinion/editorial/new-line-in-delhi-on-delhis-new-chief-minister/article69243291.ece,TheHindu,BJP,0.9876,1
https://www.thehindu.com/opinion/editorial/common-mans-revenge-on-the-delhi-assembly-election-result/article69199590.ece,TheHindu,BJP,0.9808,1
https://www.thehindu.com/opinion/editorial/common-mans-revenge-on-the-delhi-assembly-election-result/article69199590.ece,TheHindu,AAP,0.9808,1
https://www.thehindu.com/opinion/editorial/common-mans-revenge-on-the-delhi-assembly-election-result/article69199590.ece,TheHindu,Congress,0.9808,1
https://www.thehindu.com/opinion/editorial/power-and-prestige-on-the-delhi-assembly-elections-2025/article69180673.ece,TheHindu,BJP,0.9294,1
https://www.thehindu.com/opinion/editorial/power-and-prestige-on-the-delhi-assembly-elections-2025/article69180673.ece,TheHindu,AAP,0.9294,1
https://www.thehindu.com/opinion/editorial/power-and-prestige-on-the-delhi-assembly-elections-2025/article69180673.ece,TheHindu,Congress,0.9294,1
https://www.thehindu.com/opinion/editorial/competitive-populism-on-parties-and-the-delhi-assembly-elections/article69136403.ece,TheHindu,BJP,0.9856,1
https://www.thehindu.com/opinion/editorial/competitive-populism-on-parties-and-the-delhi-assembly-elections/article69136403.ece,TheHindu,AAP,0.9856,1
https://www.thehindu.com/opinion/editorial/competitive-populism-on-parties-and-the-delhi-assembly-elections/article69136403.ece,TheHindu,Congress,0.9856,1
https://www.thehindu.com/opinion/editorial/winter-contest-on-the-delhi-assembly-elections/article69081422.ece,TheHindu,BJP,0.8402,1
https://www.thehindu.com/opinion/editorial/winter-contest-on-the-delhi-assembly-elections/article69081422.ece,TheHindu,AAP,0.8402,1
https://www.thehindu.com/opinion/editorial/winter-contest-on-the-delhi-assembly-elections/article69081422.ece,TheHindu,Congress,0.8402,1
http://www.newslaundry.com/2025/02/20/eurekha-newspapers-scrutinise-bjps-surprise-choice-of-rekha-gupta-for-delhi-cm,NewsLaundry,BJP,0.9231,1
http://www.newslaundry.com/2025/02/20/eurekha-newspapers-scrutinise-bjps-surprise-choice-of-rekha-gupta-for-delhi-cm,NewsLaundry,AAP,0.9231,1
http://www.newslaundry.com/2025/02/20/eurekha-newspapers-scrutinise-bjps-surprise-choice-of-rekha-gupta-for-delhi-cm,NewsLaundry,Congress,0.9231,1
http://www.newslaundry.com/2025/02/10/common-mans-revenge-congress-played-spoilsport-editorials-unpick-aaps-big-loss-in-delhi,NewsLaundry,BJP,0.997,1
http://www.newslaundry.com/2025/02/10/common-mans-revenge-congress-played-spoilsport-editorials-unpick-aaps-big-loss-in-delhi,NewsLaundry,AAP,0.997,1
http://www.newslaundry.com/2025/02/10/common-mans-revenge-congress-played-spoilsport-editorials-unpick-aaps-big-loss-in-delhi,NewsLaundry,Congress,0.997,1
http://www.newslaundry.com/2025/02/08/reporters-without-orders-ep-357-how-bjp-planned-to-wrest-delhi-away-from-aap,NewsLaundry,AAP,0.9001,1
http://www.newslaundry.com/2025/02/08/targeted-campaigns-special-wings-lg-factor-five-ways-the-bjp-scripted-its-success-in-delhi,NewsLaundry,BJP,0.9988,1
http://www.newslaundry.com/2025/02/08/targeted-campaigns-special-wings-lg-factor-five-ways-the-bjp-scripted-its-success-in-delhi,NewsLaundry,AAP,0.9988,1
http://www.newslaundry.com/2025/02/08/targeted-campaigns-special-wings-lg-factor-five-ways-the-bjp-scripted-its-success-in-delhi,NewsLaundry,Congress,0.9988,1
http://www.newslaundry.com/2025/02/08/why-did-arvind-kejriwal-lose-his-assembly-seat-heres-all-the-reasons-why,NewsLaundry,BJP,0.9795,1
http://www.newslaundry.com/2025/02/08/why-did-arvind-kejriwal-lose-his-assembly-seat-heres-all-the-reasons-why,NewsLaundry,AAP,0.9795,1
http://www.newslaundry.com/2025/02/08/why-did-arvind-kejriwal-lose-his-assembly-seat-heres-all-the-reasons-why,NewsLaundry,Congress,0.9795,1
http://www.newslaundry.com/2025/02/08/results-with-newslaundry-decoding-the-2025-delhi-mandate,NewsLaundry,BJP,0.836,1
http://www.newslaundry.com/2025/02/08/results-with-newslaundry-decoding-the-2025-delhi-mandate,NewsLaundry,AAP,0.836,1
http://www.newslaundry.com/2025/02/08/results-with-newslaundry-decoding-the-2025-delhi-mandate,NewsLaundry,Congress,0.836,1
http://www.newslaundry.com/2025/02/07/behind-the-mystery-pollsters-offering-predictions-through-exit-polls,NewsLaundry,BJP,0.8555,1
http://www.newslaundry.com/2025/02/07/behind-the-mystery-pollsters-offering-predictions-through-exit-polls,NewsLaundry,AAP,0.8555,1
http://www.newslaundry.com/2025/02/06/delhi-exit-polls-axis-my-india-todays-chanakya-join-the-chorus-to-predict-bjp-comeback,NewsLaundry,BJP,0.9911,1
http://www.newslaundry.com/2025/02/06/delhi-exit-polls-axis-my-india-todays-chanakya-join-the-chorus-to-predict-bjp-comeback,NewsLaundry,AAP,0.9911,1
http://www.newslaundry.com/2025/02/06/delhi-exit-polls-axis-my-india-todays-chanakya-join-the-chorus-to-predict-bjp-comeback,NewsLaundry,Congress,0.9911,1
http://www.newslaundry.com/2025/02/05/delhi-2024-exit-polls-give-bjp-an-easy-victory-ahead-of-results-day,NewsLaundry,BJP,0.9879,1
http://www.newslaundry.com/2025/02/05/delhi-2024-exit-polls-give-bjp-an-easy-victory-ahead-of-results-day,NewsLaundry,AAP,0.9879,1
http://www.newslaundry.com/2025/02/05/delhi-2024-exit-polls-give-bjp-an-easy-victory-ahead-of-results-day,NewsLaundry,Congress,0.9879,1
http://www.newslaundry.com/2025/02/01/ahead-of-delhi-polls-troubled-waters-of-yamuna-at-the-centre-of-political-slugfest,NewsLaundry,BJP,-0.966,1
http://www.newslaundry.com/2025/02/01/ahead-of-delhi-polls-troubled-waters-of-yamuna-at-the-centre-of-political-slugfest,NewsLaundry,AAP,-0.966,1
http://www.newslaundry.com/2025/02/01/ahead-of-delhi-polls-troubled-waters-of-yamuna-at-the-centre-of-political-slugfest,NewsLaundry,Congress,-0.966,1
http://www.newslaundry.com/2025/02/01/another-election-show-can-modi-magic-work-in-delhi,NewsLaundry,BJP,0.9293,1
http://www.newslaundry.com/2025/01/31/hate-speech-and-accusations-of-bribing-voters-parvesh-verma-takes-on-kejriwal-in-new-delhi-battle,NewsLaundry,BJP,-0.8718,1
http://www.newslaundry.com/2025/01/31/hate-speech-and-accusations-of-bribing-voters-parvesh-verma-takes-on-kejriwal-in-new-delhi-battle,NewsLaundry,AAP,-0.8718,1
http://www.newslaundry.com/2025/01/31/hate-speech-and-accusations-of-bribing-voters-parvesh-verma-takes-on-kejriwal-in-new-delhi-battle,NewsLaundry,Congress,-0.8718,1
http://www.newslaundry.com/2025/01/31/manifestoes-on-air-pollution-aap-silent-bjp-vows-50-drop-cong-offers-little,NewsLaundry,BJP,0.9661,1
http://www.newslaundry.com/2025/01/31/manifestoes-on-air-pollution-aap-silent-bjp-vows-50-drop-cong-offers-little,NewsLaundry,AAP,0.9661,1
http://www.newslaundry.com/2025/01/31/manifestoes-on-air-pollution-aap-silent-bjp-vows-50-drop-cong-offers-little,NewsLaundry,Congress,0.9661,1
http://www.newslaundry.com/2025/01/31/what-choice-do-we-have-anger-and-apathy-in-delhi-seats-with-decisive-sikh-vote,NewsLaundry,BJP,-0.7506,1
http://www.newslaundry.com/2025/01/31/what-choice-do-we-have-anger-and-apathy-in-delhi-seats-with-decisive-sikh-vote,NewsLaundry,AAP,-0.7506,1
http://www.newslaundry.com/2025/01/31/what-choice-do-we-have-anger-and-apathy-in-delhi-seats-with-decisive-sikh-vote,NewsLaundry,Congress,-0.7506,1
http://www.newslaundry.com/2025/01/25/delhi-cm-atishi-on-unkept-jobs-promise-aaps-soft-hindutva-kejriwals-future,NewsLaundry,BJP,0.9758,1
http://www.newslaundry.com/2025/01/25/delhi-cm-atishi-on-unkept-jobs-promise-aaps-soft-hindutva-kejriwals-future,NewsLaundry,AAP,0.9758,1
http://www.newslaundry.com/2025/01/22/final-voter-list-in-kejriwals-constituency-out-how-many-were-added-or-deleted,NewsLaundry,BJP,0.8934,1
http://www.newslaundry.com/2025/01/22/final-voter-list-in-kejriwals-constituency-out-how-many-were-added-or-deleted,NewsLaundry,AAP,0.8934,1
http://www.newslaundry.com/2025/01/21/inside-the-delhi-assembly-which-has-never-voted-for-aap,NewsLaundry,BJP,-0.0956,1
http://www.newslaundry.com/2025/01/21/inside-the-delhi-assembly-which-has-never-voted-for-aap,NewsLaundry,AAP,-0.0956,1
http://www.newslaundry.com/2025/01/21/inside-the-delhi-assembly-which-has-never-voted-for-aap,NewsLaundry,Congress,-0.0956,1
https://www.ndtv.com/opinion/bjps-choice-for-delhi-cm-rekha-gupta-follows-script-refined-over-10-years-7754573,NDTV,BJP,0.9951,1
https://www.ndtv.com/opinion/bjps-choice-for-delhi-cm-rekha-gupta-follows-script-refined-over-10-years-7754573,NDTV,AAP,0.9951,1
https://www.ndtv.com/opinion/delhi-elections-delhi-yeh-dilli-maange-more-7687273,NDTV,BJP,0.9729,1
https://www.ndtv.com/opinion/delhi-elections-delhi-yeh-dilli-maange-more-7687273,NDTV,AAP,0.9729,1
https://www.ndtv.com/opinion/with-delhi-congress-sends-a-strong-message-to-allies-7683510,NDTV,BJP,0.9991,1
https://www.ndtv.com/opinion/with-delhi-congress-sends-a-strong-message-to-allies-7683510,NDTV,AAP,0.9991,1
https://www.ndtv.com/opinion/with-delhi-congress-sends-a-strong-message-to-allies-7683510,NDTV,Congress,0.9991,1
https://www.ndtv.com/opinion/how-the-middle-class-turned-delhis-fate-7678035,NDTV,BJP,0.9943,1
https://www.ndtv.com/opinion/how-the-middle-class-turned-delhis-fate-7678035,NDTV,AAP,0.9943,1
https://www.ndtv.com/opinion/how-the-middle-class-turned-delhis-fate-7678035,NDTV,Congress,0.9943,1
https://www.ndtv.com/opinion/delhi-elections-how-bjp-turned-its-weakness-into-an-advantage-7665258,NDTV,BJP,0.9902,1
https://www.ndtv.com/opinion/delhi-elections-how-bjp-turned-its-weakness-into-an-advantage-7665258,NDTV,AAP,0.9902,1
https://www.ndtv.com/opinion/delhi-elections-how-bjp-turned-its-weakness-into-an-advantage-7665258,NDTV,Congress,0.9902,1
https://www.ndtv.com/opinion/delhi-polls-and-aap-rout-is-this-a-setback-or-a-wipeout-only-kejriwal-can-decide-7663263,NDTV,BJP,0.9838,1
https://www.ndtv.com/opinion/delhi-polls-and-aap-rout-is-this-a-setback-or-a-wipeout-only-kejriwal-can-decide-7663263,NDTV,AAP,0.9838,1
https://www.ndtv.com/opinion/delhi-polls-and-aap-rout-is-this-a-setback-or-a-wipeout-only-kejriwal-can-decide-7663263,NDTV,Congress,0.9838,1
https://www.ndtv.com/opinion/aap-vs-bjp-in-delhi-why-its-raining-manifestos-7550072,NDTV,BJP,0.9986,1
https://www.ndtv.com/opinion/aap-vs-bjp-in-delhi-why-its-raining-manifestos-7550072,NDTV,AAP,0.9986,1
https://www.ndtv.com/opinion/aap-vs-bjp-in-delhi-why-its-raining-manifestos-7550072,NDTV,Congress,0.9986,1
https://www.ndtv.com/opinion/aap-vs-bjp-who-will-charm-delhis-middle-class-7540350,NDTV,BJP,0.996,1
https://www.ndtv.com/opinion/aap-vs-bjp-who-will-charm-delhis-middle-class-7540350,NDTV,AAP,0.996,1
https://www.ndtv.com/opinion/aap-vs-bjp-who-will-charm-delhis-middle-class-7540350,NDTV,Congress,0.996,1
https://www.ndtv.com/opinion/why-does-the-bjp-need-congresss-help-in-delhi-7496046,NDTV,BJP,0.9858,1
https://www.ndtv.com/opinion/why-does-the-bjp-need-congresss-help-in-delhi-7496046,NDTV,AAP,0.9858,1
https://www.ndtv.com/opinion/why-does-the-bjp-need-congresss-help-in-delhi-7496046,NDTV,Congress,0.9858,1
https://www.ndtv.com/opinion/delhi-elections-bjp-still-hasnt-found-an-answer-to-kejriwal-7478022,NDTV,BJP,0.9979,1
https://www.ndtv.com/opinion/delhi-elections-bjp-still-hasnt-found-an-answer-to-kejriwal-7478022,NDTV,AAP,0.9979,1
https://www.ndtv.com/opinion/delhi-elections-bjp-still-hasnt-found-an-answer-to-kejriwal-7478022,NDTV,Congress,0.9979,1
https://www.ndtv.com/opinion/opinion-will-delhi-spring-a-surprise-for-bjp-this-year-7418673,NDTV,BJP,0.9766,1
https://www.ndtv.com/opinion/opinion-will-delhi-spring-a-surprise-for-bjp-this-year-7418673,NDTV,AAP,0.9766,1
https://www.republicworld.com/opinion/rekha-gupta-as-delhi-cm-pm-modis-masterstroke,Republic,BJP,0.9981,1
https://www.republicworld.com/opinion/rekha-gupta-as-delhi-cm-pm-modis-masterstroke,Republic,AAP,0.9981,1
https://www.republicworld.com/opinion/rekha-gupta-as-delhi-cm-pm-modis-masterstroke,Republic,Congress,0.9981,1
https://www.republicworld.com/opinion/why-bjp-picked-rekha-gupta-as-the-delhi-chief-minister,Republic,BJP,0.9965,1
https://timesofindia.indiatimes.com/blogs/toi-editorials/start-small-in-capital/,TimesOfIndia,BJP,0.9744,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/why-power-makes-aam-aadmi-khaas/,TimesOfIndia,AAP,-0.4767,1
https://timesofindia.indiatimes.com/blogs/toi-editorials/lesson-no-1/,TimesOfIndia,AAP,0.9349,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/what-delhi-said-and-what-delhi-wants/,TimesOfIndia,BJP,0.9726,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/what-delhi-said-and-what-delhi-wants/,TimesOfIndia,AAP,0.9726,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/as-kejriwals-delhi-model-loses-aapeal-two-key-questions-for-national-politics/,TimesOfIndia,BJP,0.99,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/as-kejriwals-delhi-model-loses-aapeal-two-key-questions-for-national-politics/,TimesOfIndia,AAP,0.99,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/as-kejriwals-delhi-model-loses-aapeal-two-key-questions-for-national-politics/,TimesOfIndia,Congress,0.99,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/the-battle-for-the-capital/,TimesOfIndia,BJP,0.34,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/the-battle-for-the-capital/,TimesOfIndia,AAP,0.34,1
https://timesofindia.indiatimes.com/blogs/toi-edit-page/the-battle-for-the-capital/,TimesOfIndia,Congress,0.34,1
https://timesofindia.indiatimes.com/blogs/toi-editorials/water-and-voter/,TimesOfIndia,BJP,-0.4742,1
https://timesofindia.indiatimes.com/blogs/toi-editorials/water-and-voter/,TimesOfIndia,AAP,-0.4742,1
https://www.hindustantimes.com/opinion/bjps-ncr-moment-show-intent-to-address-pollution-101739806527202.html,HindusanTimes,BJP,0.9773,1
https://www.hindustantimes.com/opinion/keeping-up-with-up-lessons-from-delhi-victory-for-uttar-pradesh-and-the-country-101739284438785.html,HindusanTimes,BJP,0.9991,1
https://www.hindustantimes.com/opinion/keeping-up-with-up-lessons-from-delhi-victory-for-uttar-pradesh-and-the-country-101739284438785.html,HindusanTimes,AAP,0.9991,1
https://www.hindustantimes.com/opinion/keeping-up-with-up-lessons-from-delhi-victory-for-uttar-pradesh-and-the-country-101739284438785.html,HindusanTimes,Congress,0.9991,1
https://www.hindustantimes.com/opinion/delhi-results-are-likely-to-weaken-india-bloc-101739111725216.html,HindusanTimes,BJP,0.9981,1
https://www.hindustantimes.com/opinion/delhi-results-are-likely-to-weaken-india-bloc-101739111725216.html,HindusanTimes,AAP,0.9981,1
https://www.hindustantimes.com/opinion/delhi-results-are-likely-to-weaken-india-bloc-101739111725216.html,HindusanTimes,Congress,0.9981,1
https://www.hindustantimes.com/opinion/delhi-debacle-tells-a-tale-of-kejriwal-s-fall-101739111548611.html,HindusanTimes,BJP,0.0616,1
https://www.hindustantimes.com/opinion/delhi-debacle-tells-a-tale-of-kejriwal-s-fall-101739111548611.html,HindusanTimes,AAP,0.0616,1
https://www.hindustantimes.com/opinion/delhi-debacle-tells-a-tale-of-kejriwal-s-fall-101739111548611.html,HindusanTimes,Congress,0.0616,1
https://www.hindustantimes.com/opinion/how-the-aap-lost-its-plot-and-office-in-delhi-101739028604070.html,HindusanTimes,BJP,0.9941,1
https://www.hindustantimes.com/opinion/how-the-aap-lost-its-plot-and-office-in-delhi-101739028604070.html,HindusanTimes,AAP,0.9941,1
https://www.hindustantimes.com/opinion/how-the-aap-lost-its-plot-and-office-in-delhi-101739028604070.html,HindusanTimes,Congress,0.9941,1
https://www.hindustantimes.com/opinion/what-explains-the-big-bjp-win-in-the-capital-101739028597471.html,HindusanTimes,BJP,0.9977,1
https://www.hindustantimes.com/opinion/what-explains-the-big-bjp-win-in-the-capital-101739028597471.html,HindusanTimes,AAP,0.9977,1
https://www.hindustantimes.com/opinion/what-explains-the-big-bjp-win-in-the-capital-101739028597471.html,HindusanTimes,Congress,0.9977,1
https://www.livemint.com/opinion/online-views/delhi-middle-class-voters-bjp-won-election-narendra-modi-arvind-kejriwal-aap-atishi-bjp-mlas-parvesh-verma-kalkaji-11739171710891.html,Mint,BJP,0.9987,1
https://www.livemint.com/opinion/online-views/delhi-middle-class-voters-bjp-won-election-narendra-modi-arvind-kejriwal-aap-atishi-bjp-mlas-parvesh-verma-kalkaji-11739171710891.html,Mint,AAP,0.9987,1
https://www.livemint.com/opinion/online-views/delhi-election-result-aap-aam-aadmi-party-bjp-bharatiya-janata-party-arvind-kejriwal-atishi-new-cm-narendra-modi-lose-11739096797275.html,Mint,BJP,0.3612,1
https://www.livemint.com/opinion/online-views/delhi-election-result-aap-aam-aadmi-party-bjp-bharatiya-janata-party-arvind-kejriwal-atishi-new-cm-narendra-modi-lose-11739096797275.html,Mint,AAP,0.3612,1
